sep=,
"Case ID","Elapsed","Selenium Profile","Status","Type"
"C18826","","INWK.EStore.srprofile","","Automated"
"C18827","85s","INWK.EStore.srprofile","Passed","Automated"
"C18827","","INWK.EStore.srprofile","","Automated"
"C18827","","INWK.EStore.srprofile","","Automated"
"C31259","775s","INWK.EStore.srprofile","Passed","Automated"
"C31259","","INWK.EStore.srprofile","","Automated"
"C31259","","INWK.EStore.srprofile","","Automated"
"C31260","1040s","INWK.EStore.srprofile","Passed","Automated"
"C31260","","INWK.EStore.srprofile","","Automated"
"C31260","","INWK.EStore.srprofile","","Automated"
"C31261","746s","INWK.EStore.srprofile","Passed","Automated"
"C31261","","INWK.EStore.srprofile","","Automated"
"C31261","","INWK.EStore.srprofile","","Automated"
"C31262","738s","INWK.EStore.srprofile","Passed","Automated"
"C31262","","INWK.EStore.srprofile","","Automated"
"C31262","","INWK.EStore.srprofile","","Automated"
"C31263","856s","INWK.EStore.srprofile","Passed","Automated"
"C31263","","INWK.EStore.srprofile","","Automated"
"C31263","","INWK.EStore.srprofile","","Automated"
"C31264","813s","INWK.EStore.srprofile","Passed","Automated"
"C31264","460s","INWK.EStore.srprofile","Retest","Automated"
"C31264","","INWK.EStore.srprofile","","Automated"
"C31264","","INWK.EStore.srprofile","","Automated"
"C31265","853s","INWK.EStore.srprofile","Passed","Automated"
"C31265","","INWK.EStore.srprofile","","Automated"
"C31265","","INWK.EStore.srprofile","","Automated"
"C31266","1046s","INWK.EStore.srprofile","Passed","Automated"
"C31266","","INWK.EStore.srprofile","","Automated"
"C31266","","INWK.EStore.srprofile","","Automated"
"C31267","448s","INWK.EStore.srprofile","Passed","Automated"
"C31267","254s","INWK.EStore.srprofile","Retest","Automated"
"C31267","426s","INWK.EStore.srprofile","Retest","Automated"
"C31267","382s","INWK.EStore.srprofile","Retest","Automated"
"C31267","","INWK.EStore.srprofile","","Automated"
"C31267","","INWK.EStore.srprofile","","Automated"
"C79926","569s","INWK.EStore.srprofile","Passed","Automated"
"C79926","","INWK.EStore.srprofile","","Automated"
"C79926","","INWK.EStore.srprofile","","Automated"
"C96380","340s","INWK.EStore.srprofile","Passed","To Be Automated"
"C96380","","INWK.EStore.srprofile","","To Be Automated"
"C96382","570s","INWK.EStore.srprofile","Passed","To Be Automated"
"C96382","","INWK.EStore.srprofile","","To Be Automated"
"C96383","65s","INWK.EStore.srprofile","Passed","To Be Automated"
"C96383","","INWK.EStore.srprofile","","To Be Automated"
"C96384","2077s","INWK.EStore.srprofile","Passed","To Be Automated"
"C96384","","INWK.EStore.srprofile","","To Be Automated"
"C96385","1290s","INWK.EStore.srprofile","Passed","To Be Automated"
"C96385","","INWK.EStore.srprofile","","To Be Automated"
"C96386","2027s","INWK.EStore.srprofile","Passed","To Be Automated"
"C96386","","INWK.EStore.srprofile","","To Be Automated"
"C96395","1s","INWK.EStore.srprofile","Passed","To Be Automated"
"C96395","","INWK.EStore.srprofile","","To Be Automated"
"C96387","37s","INWK.EStore.srprofile","Passed","To Be Automated"
"C96387","","INWK.EStore.srprofile","","To Be Automated"
"C96388","851s","INWK.EStore.srprofile","Passed","To Be Automated"
"C96388","","INWK.EStore.srprofile","","To Be Automated"
"C96389","158s","INWK.EStore.srprofile","Passed","To Be Automated"
"C96389","","INWK.EStore.srprofile","","To Be Automated"
"C96390","25s","INWK.EStore.srprofile","Passed","To Be Automated"
"C96390","","INWK.EStore.srprofile","","To Be Automated"
"C96391","455s","INWK.EStore.srprofile","Passed","To Be Automated"
"C96391","","INWK.EStore.srprofile","","To Be Automated"
"C96392","74s","INWK.EStore.srprofile","Passed","To Be Automated"
"C96392","","INWK.EStore.srprofile","","To Be Automated"
"C96393","141s","INWK.EStore.srprofile","Passed","To Be Automated"
"C96393","","INWK.EStore.srprofile","","To Be Automated"
"C96394","36s","INWK.EStore.srprofile","Passed","To Be Automated"
"C96394","","INWK.EStore.srprofile","","To Be Automated"
"C56712","169s","INWK.EStore.srprofile","Passed","Automated"
"C56712","","INWK.EStore.srprofile","","Automated"
"C56712","","INWK.EStore.srprofile","","Automated"
"C56752","242s","","Passed","Manual Only"
"C56752","","","","Manual Only"
"C56713","273s","","Passed","Manual Only"
"C56713","","","","Manual Only"
"C56714","3s","","Passed","Manual Only"
"C56714","","","","Manual Only"
"C119661","370s","","Passed","To Be Automated"
"C119661","","","","To Be Automated"
"C119662","94s","","Passed","To Be Automated"
"C119662","","","","To Be Automated"
"C119663","20s","","Passed","To Be Automated"
"C119663","","","","To Be Automated"
"C101042","1185s","INWK.EStore.srprofile","Passed","To Be Automated"
"C101042","","INWK.EStore.srprofile","","To Be Automated"
