sep=,
"Case ID","Elapsed","Selenium Profile","Status","Type"
"C31326","","","","Manual Only"
"C31327","4s","","Passed","Manual Only"
"C31327","","","","Manual Only"
"C31327","","","","Manual Only"
"C31327","","","","Manual Only"
"C31356","202s","","Passed","Manual Only"
"C31356","","","","Manual Only"
"C31356","","","","Manual Only"
"C31358","","","","Manual Only"
"C31358","50s","","Passed","Manual Only"
"C31358","","","","Manual Only"
"C31358","","","","Manual Only"
"C31328","","INWK.EStore.srprofile","","Automated"
"C31328","","INWK.EStore.srprofile","","Automated"
"C31328","359s","INWK.EStore.srprofile","Passed","Automated"
"C31328","","INWK.EStore.srprofile","","Automated"
"C31325","172s","","Passed","Manual Only"
"C31325","","","","Manual Only"
"C31325","","","","Manual Only"
"C31325","","","","Manual Only"
"C2907","220s","","Passed","Manual Only"
"C2907","","","","Manual Only"
"C2907","","","","Manual Only"
"C2907","","","","Manual Only"
"C2908","112s","","Passed","Manual Only"
"C2908","","","","Manual Only"
"C2908","","","","Manual Only"
"C2908","","","","Manual Only"
"C2910","180s","","Passed","Manual Only"
"C2910","","","","Manual Only"
"C2910","","","","Manual Only"
"C2910","","","","Manual Only"
"C2911","","","","Manual Only"
"C2911","54s","","Passed","Manual Only"
"C2911","","","","Manual Only"
"C2911","","","","Manual Only"
"C2912","44s","","Passed","Manual Only"
"C2912","","","","Manual Only"
"C2912","","","","Manual Only"
"C2912","","","","Manual Only"
"C2913","217s","","Passed","Manual Only"
"C2913","","","","Manual Only"
"C2913","","","","Manual Only"
"C2913","","","","Manual Only"
"C2914","903s","","Passed","Manual Only"
"C2914","","","","Manual Only"
"C2914","","","","Manual Only"
"C2914","","","","Manual Only"
"C2916","7s","","Passed","Manual Only"
"C2916","","","","Manual Only"
"C2916","","","","Manual Only"
"C2916","","","","Manual Only"
"C4840","1s","","Passed","Manual Only"
"C4840","","","","Manual Only"
"C4840","","","","Manual Only"
"C4840","","","","Manual Only"
"C2917","209s","","Passed","Manual Only"
"C2917","","","","Manual Only"
"C2917","","","","Manual Only"
"C2917","","","","Manual Only"
"C2915","250s","","Passed","Manual Only"
"C2915","","","","Manual Only"
"C2915","","","","Manual Only"
"C2915","","","","Manual Only"
"C4709","388s","INWK.EStore.srprofile","Passed","Automated"
"C4709","184s","INWK.EStore.srprofile","Retest","Automated"
"C4709","141s","INWK.EStore.srprofile","Blocked","Automated"
"C4709","170s","INWK.EStore.srprofile","Blocked","Automated"
"C4709","","INWK.EStore.srprofile","","Automated"
"C4709","","INWK.EStore.srprofile","","Automated"
"C4709","","INWK.EStore.srprofile","","Automated"
"C4710","845s","INWK.EStore.srprofile","Passed","Automated"
"C4710","","INWK.EStore.srprofile","","Automated"
"C4710","","INWK.EStore.srprofile","","Automated"
"C4710","","INWK.EStore.srprofile","","Automated"
"C17964","265s","","Passed","Manual Only"
"C17964","","","","Manual Only"
"C17964","","","","Manual Only"
"C17964","","","","Manual Only"
"C17965","51s","","Passed","Manual Only"
"C17965","","","","Manual Only"
"C17965","","","","Manual Only"
"C17965","","","","Manual Only"
"C18008","855s","INWK.EStore.srprofile","Passed","Automated"
"C18008","348s","INWK.EStore.srprofile","Retest","Automated"
"C18008","294s","INWK.EStore.srprofile","Retest","Automated"
"C18008","338s","INWK.EStore.srprofile","Retest","Automated"
"C18008","272s","INWK.EStore.srprofile","Retest","Automated"
"C18008","275s","INWK.EStore.srprofile","Retest","Automated"
"C18008","","INWK.EStore.srprofile","","Automated"
"C18008","","INWK.EStore.srprofile","","Automated"
"C18008","","INWK.EStore.srprofile","","Automated"
"C18009","1230s","INWK.EStore.srprofile","Passed","Automated"
"C18009","236s","INWK.EStore.srprofile","Retest","Automated"
